org_id,name,year,month,report_count
55,Scythe Robotics,2024,6,2
55,Scythe Robotics,2024,7,4
55,Scythe Robotics,2024,8,21
55,Scythe Robotics,2024,9,5
55,Scythe Robotics,2024,10,4
55,Scythe Robotics,2024,11,2
57,Well Done Landscapes LLC,2023,2,1
57,Well Done Landscapes LLC,2023,3,1
57,Well Done Landscapes LLC,2023,6,7
57,Well Done Landscapes LLC,2023,7,1
57,Well Done Landscapes LLC,2023,9,2
57,Well Done Landscapes LLC,2024,11,1
58,Turf-masters,2024,4,5
63,Buds & Blades Landscape Company,2024,7,18
63,Buds & Blades Landscape Company,2024,8,19
63,Buds & Blades Landscape Company,2024,9,2
65,Site Recon Test,2023,7,5
65,Site Recon Test,2023,11,5
65,Site Recon Test,2023,12,1
65,Site Recon Test,2024,3,3
65,Site Recon Test,2024,4,2
65,Site Recon Test,2024,5,3
65,Site Recon Test,2024,6,27
65,Site Recon Test,2024,7,27
65,Site Recon Test,2024,8,9
65,Site Recon Test,2024,10,6
65,Site Recon Test,2024,11,1
65,Site Recon Test,2024,12,5
67,The Greenery Inc.,2023,3,1
67,The Greenery Inc.,2023,4,4
67,The Greenery Inc.,2023,5,11
67,The Greenery Inc.,2023,6,28
67,The Greenery Inc.,2023,7,34
67,The Greenery Inc.,2023,8,74
67,The Greenery Inc.,2023,9,49
67,The Greenery Inc.,2023,10,98
67,The Greenery Inc.,2023,11,66
67,The Greenery Inc.,2023,12,80
67,The Greenery Inc.,2024,1,33
67,The Greenery Inc.,2024,2,51
67,The Greenery Inc.,2024,3,31
67,The Greenery Inc.,2024,4,81
67,The Greenery Inc.,2024,5,130
67,The Greenery Inc.,2024,6,59
67,The Greenery Inc.,2024,7,26
67,The Greenery Inc.,2024,8,224
67,The Greenery Inc.,2024,9,212
67,The Greenery Inc.,2024,10,242
67,The Greenery Inc.,2024,11,225
67,The Greenery Inc.,2024,12,118
70,GroundsPRO,2023,7,1
70,GroundsPRO,2023,10,1
70,GroundsPRO,2024,3,1
70,GroundsPRO,2024,6,4
70,GroundsPRO,2024,7,9
70,GroundsPRO,2024,8,14
70,GroundsPRO,2024,9,1
70,GroundsPRO,2024,10,4
70,GroundsPRO,2024,11,1
70,GroundsPRO,2024,12,1
72,Turfscape,2023,4,1
72,Turfscape,2024,1,1
79,DeSantis Landscapes,2023,9,1
84,Powerhouse,2022,11,138
84,Powerhouse,2022,12,1422
84,Powerhouse,2023,1,9288
84,Powerhouse,2023,2,7087
84,Powerhouse,2023,3,1307
84,Powerhouse,2023,4,1084
84,Powerhouse,2023,5,1588
84,Powerhouse,2023,6,286
84,Powerhouse,2023,7,1939
84,Powerhouse,2023,8,67
84,Powerhouse,2023,9,229
84,Powerhouse,2023,10,338
84,Powerhouse,2023,11,121
84,Powerhouse,2024,1,686
84,Powerhouse,2024,2,608
84,Powerhouse,2024,3,398
84,Powerhouse,2024,4,306
84,Powerhouse,2024,6,744
84,Powerhouse,2024,7,207
84,Powerhouse,2024,9,1067
84,Powerhouse,2024,10,554
84,Powerhouse,2024,11,155
84,Powerhouse,2024,12,17
86,MVP SNOW n' LAWN,2022,9,1
86,MVP SNOW n' LAWN,2023,9,4
86,MVP SNOW n' LAWN,2023,10,2
86,MVP SNOW n' LAWN,2024,2,2
88,Rich Landscaping Inc,2023,6,3
88,Rich Landscaping Inc,2023,12,1
88,Rich Landscaping Inc,2024,1,24
88,Rich Landscaping Inc,2024,2,19
88,Rich Landscaping Inc,2024,3,14
88,Rich Landscaping Inc,2024,4,95
88,Rich Landscaping Inc,2024,5,187
88,Rich Landscaping Inc,2024,6,70
88,Rich Landscaping Inc,2024,7,34
88,Rich Landscaping Inc,2024,8,23
88,Rich Landscaping Inc,2024,9,50
88,Rich Landscaping Inc,2024,10,63
88,Rich Landscaping Inc,2024,11,22
100,Test_Org_DIv,2022,9,7
100,Test_Org_DIv,2022,10,9
100,Test_Org_DIv,2022,11,10
100,Test_Org_DIv,2022,12,6
100,Test_Org_DIv,2023,1,3
100,Test_Org_DIv,2023,2,1
100,Test_Org_DIv,2023,3,4
100,Test_Org_DIv,2023,4,39
100,Test_Org_DIv,2023,5,68
100,Test_Org_DIv,2023,6,100
100,Test_Org_DIv,2023,7,96
100,Test_Org_DIv,2023,8,52
100,Test_Org_DIv,2023,9,31
100,Test_Org_DIv,2023,10,60
100,Test_Org_DIv,2023,11,31
100,Test_Org_DIv,2023,12,35
100,Test_Org_DIv,2024,1,82
100,Test_Org_DIv,2024,2,51
100,Test_Org_DIv,2024,3,91
100,Test_Org_DIv,2024,4,66
100,Test_Org_DIv,2024,5,105
100,Test_Org_DIv,2024,6,32
100,Test_Org_DIv,2024,7,66
100,Test_Org_DIv,2024,8,33
100,Test_Org_DIv,2024,9,2507
100,Test_Org_DIv,2024,10,10
100,Test_Org_DIv,2024,11,6
100,Test_Org_DIv,2024,12,1
102,Siterecon,2023,4,1
102,Siterecon,2023,9,1
102,Siterecon,2023,10,2
102,Siterecon,2024,10,1
102,Siterecon,2024,11,1
108,The Budd Group,2023,12,1
122,Environment Control,2024,4,1
122,Environment Control,2024,6,1
122,Environment Control,2024,7,18
122,Environment Control,2024,8,11
122,Environment Control,2024,9,1
141,Divisions Maintenance Group,2023,4,1
142,Four Seasons Total Landscaping,2024,7,18
142,Four Seasons Total Landscaping,2024,8,17
142,Four Seasons Total Landscaping,2024,9,1
142,Four Seasons Total Landscaping,2024,11,1
143,DLC,2023,6,1
143,DLC,2024,9,32
143,DLC,2024,11,1
144,Oaklawn Landscaping,2023,8,1
144,Oaklawn Landscaping,2023,9,3
144,Oaklawn Landscaping,2024,5,2
144,Oaklawn Landscaping,2024,9,3
144,Oaklawn Landscaping,2024,10,4
144,Oaklawn Landscaping,2024,11,3
144,Oaklawn Landscaping,2024,12,1
148,North Star Grounds Care,2024,4,1
155,MyOrg_Div,2022,9,23
155,MyOrg_Div,2022,10,39
155,MyOrg_Div,2022,11,21
155,MyOrg_Div,2022,12,8
155,MyOrg_Div,2023,1,12
155,MyOrg_Div,2023,2,6
155,MyOrg_Div,2023,3,10
155,MyOrg_Div,2023,4,87
155,MyOrg_Div,2023,5,128
155,MyOrg_Div,2023,6,590
155,MyOrg_Div,2023,7,146
155,MyOrg_Div,2023,8,47
155,MyOrg_Div,2023,9,47
155,MyOrg_Div,2023,10,97
155,MyOrg_Div,2023,11,29
155,MyOrg_Div,2023,12,64
155,MyOrg_Div,2024,1,40
155,MyOrg_Div,2024,2,59
155,MyOrg_Div,2024,3,103
155,MyOrg_Div,2024,4,71
155,MyOrg_Div,2024,5,165
155,MyOrg_Div,2024,6,64
155,MyOrg_Div,2024,7,130
155,MyOrg_Div,2024,8,95
155,MyOrg_Div,2024,9,2585
155,MyOrg_Div,2024,10,43
155,MyOrg_Div,2024,11,33
155,MyOrg_Div,2024,12,1
160,Vision Landscapes,2023,4,1
160,Vision Landscapes,2023,6,1
160,Vision Landscapes,2023,7,1
160,Vision Landscapes,2023,9,3
160,Vision Landscapes,2024,9,1
167,Personal Touch Landscaping,2024,11,1
168,Premier Outdoor Enviroments,2023,7,1
168,Premier Outdoor Enviroments,2024,4,32
168,Premier Outdoor Enviroments,2024,5,12
168,Premier Outdoor Enviroments,2024,6,7
174,Lawrence Landscape Group,2024,6,30
174,Lawrence Landscape Group,2024,7,82
174,Lawrence Landscape Group,2024,8,49
174,Lawrence Landscape Group,2024,9,31
174,Lawrence Landscape Group,2024,12,1
176,Coast Landscaping Inc.,2023,5,1
178,The Samara Company,2023,12,2
178,The Samara Company,2024,1,4
178,The Samara Company,2024,2,3
178,The Samara Company,2024,3,1
178,The Samara Company,2024,4,9
178,The Samara Company,2024,5,11
178,The Samara Company,2024,6,4
178,The Samara Company,2024,7,2
178,The Samara Company,2024,8,3
178,The Samara Company,2024,9,1
178,The Samara Company,2024,10,2
180,LCU,2023,10,1
181,"Focal Pointe of St. Louis, LLC",2024,2,1
181,"Focal Pointe of St. Louis, LLC",2024,7,2
181,"Focal Pointe of St. Louis, LLC",2024,9,1
181,"Focal Pointe of St. Louis, LLC",2024,10,1
189,Grazz Masters,2024,4,1
192,The Budd Group 2,2023,12,1
194,Bumgardners Landscape MGMT,2023,3,1
194,Bumgardners Landscape MGMT,2023,8,2
194,Bumgardners Landscape MGMT,2023,9,1
208,JBa Land Management LLC,2024,7,19
208,JBa Land Management LLC,2024,8,20
208,JBa Land Management LLC,2024,9,1
211,RM Landscape,2023,8,5
211,RM Landscape,2023,10,6
211,RM Landscape,2023,11,4
214,Phoenix Intelligence,2023,12,1
218,"Earthworks, Inc.",2023,11,4
221,DOWN TO EARTH - Maitland,2022,11,1
221,DOWN TO EARTH - Maitland,2023,2,2
221,DOWN TO EARTH - Maitland,2023,5,3
221,DOWN TO EARTH - Maitland,2023,9,1
221,DOWN TO EARTH - Maitland,2024,1,1
221,DOWN TO EARTH - Maitland,2024,4,1
221,DOWN TO EARTH - Maitland,2024,5,1
221,DOWN TO EARTH - Maitland,2024,7,2
221,DOWN TO EARTH - Maitland,2024,8,2
221,DOWN TO EARTH - Maitland,2024,9,1
221,DOWN TO EARTH - Maitland,2024,10,5
222,Sullivan's Landscaping & Maintenance,2022,9,9
222,Sullivan's Landscaping & Maintenance,2022,10,20
222,Sullivan's Landscaping & Maintenance,2022,11,2
222,Sullivan's Landscaping & Maintenance,2022,12,4
222,Sullivan's Landscaping & Maintenance,2023,1,4
222,Sullivan's Landscaping & Maintenance,2023,2,6
222,Sullivan's Landscaping & Maintenance,2023,3,4
222,Sullivan's Landscaping & Maintenance,2023,4,42
222,Sullivan's Landscaping & Maintenance,2023,5,34
222,Sullivan's Landscaping & Maintenance,2023,6,158
222,Sullivan's Landscaping & Maintenance,2023,7,132
222,Sullivan's Landscaping & Maintenance,2023,8,248
222,Sullivan's Landscaping & Maintenance,2023,9,65
222,Sullivan's Landscaping & Maintenance,2023,10,106
222,Sullivan's Landscaping & Maintenance,2023,11,31
222,Sullivan's Landscaping & Maintenance,2023,12,9
222,Sullivan's Landscaping & Maintenance,2024,1,8
222,Sullivan's Landscaping & Maintenance,2024,2,36
222,Sullivan's Landscaping & Maintenance,2024,3,46
222,Sullivan's Landscaping & Maintenance,2024,4,57
222,Sullivan's Landscaping & Maintenance,2024,5,93
222,Sullivan's Landscaping & Maintenance,2024,6,68
222,Sullivan's Landscaping & Maintenance,2024,7,118
222,Sullivan's Landscaping & Maintenance,2024,8,104
222,Sullivan's Landscaping & Maintenance,2024,9,148
222,Sullivan's Landscaping & Maintenance,2024,10,111
222,Sullivan's Landscaping & Maintenance,2024,11,48
222,Sullivan's Landscaping & Maintenance,2024,12,12
225,Vision @SiteRecon,2022,9,24
225,Vision @SiteRecon,2022,10,33
225,Vision @SiteRecon,2022,11,79
225,Vision @SiteRecon,2022,12,24
225,Vision @SiteRecon,2023,1,13
225,Vision @SiteRecon,2023,2,14
225,Vision @SiteRecon,2023,3,56
225,Vision @SiteRecon,2023,4,175
225,Vision @SiteRecon,2023,5,145
225,Vision @SiteRecon,2023,6,115
225,Vision @SiteRecon,2023,7,93
225,Vision @SiteRecon,2023,8,33
225,Vision @SiteRecon,2023,9,27
225,Vision @SiteRecon,2023,10,48
225,Vision @SiteRecon,2023,11,14
225,Vision @SiteRecon,2023,12,45
225,Vision @SiteRecon,2024,1,34
225,Vision @SiteRecon,2024,2,46
225,Vision @SiteRecon,2024,3,76
225,Vision @SiteRecon,2024,4,66
225,Vision @SiteRecon,2024,5,114
225,Vision @SiteRecon,2024,6,47
225,Vision @SiteRecon,2024,7,96
225,Vision @SiteRecon,2024,8,45
225,Vision @SiteRecon,2024,9,2553
225,Vision @SiteRecon,2024,10,33
225,Vision @SiteRecon,2024,11,17
225,Vision @SiteRecon,2024,12,1
226,"Williams Landscape & Design, Inc.",2023,5,1
226,"Williams Landscape & Design, Inc.",2024,6,1
226,"Williams Landscape & Design, Inc.",2024,9,1
228,Mulhalls Landscape,2022,9,2
228,Mulhalls Landscape,2022,10,9
228,Mulhalls Landscape,2023,2,6
228,Mulhalls Landscape,2023,3,2
228,Mulhalls Landscape,2023,4,2
228,Mulhalls Landscape,2023,5,14
228,Mulhalls Landscape,2023,7,72
228,Mulhalls Landscape,2023,8,128
228,Mulhalls Landscape,2023,9,21
228,Mulhalls Landscape,2023,10,43
228,Mulhalls Landscape,2023,11,22
228,Mulhalls Landscape,2023,12,10
228,Mulhalls Landscape,2024,1,4
228,Mulhalls Landscape,2024,2,6
228,Mulhalls Landscape,2024,3,6
228,Mulhalls Landscape,2024,4,15
228,Mulhalls Landscape,2024,5,59
228,Mulhalls Landscape,2024,6,42
228,Mulhalls Landscape,2024,7,188
228,Mulhalls Landscape,2024,8,60
228,Mulhalls Landscape,2024,9,26
228,Mulhalls Landscape,2024,10,119
228,Mulhalls Landscape,2024,11,32
228,Mulhalls Landscape,2024,12,10
234,Mission Landscape Companies,2023,4,1
234,Mission Landscape Companies,2023,5,3
234,Mission Landscape Companies,2024,3,1
234,Mission Landscape Companies,2024,8,1
234,Mission Landscape Companies,2024,10,3
234,Mission Landscape Companies,2024,11,1
239,Charleston Grounds Management,2023,6,1
239,Charleston Grounds Management,2024,5,2
241,Landcrafters Florida,2024,3,6
241,Landcrafters Florida,2024,4,2
241,Landcrafters Florida,2024,8,1
243,NatureWorks Landscape,2023,11,2
243,NatureWorks Landscape,2024,2,13
243,NatureWorks Landscape,2024,3,18
243,NatureWorks Landscape,2024,4,10
243,NatureWorks Landscape,2024,5,33
243,NatureWorks Landscape,2024,7,22
243,NatureWorks Landscape,2024,8,3
243,NatureWorks Landscape,2024,9,5
243,NatureWorks Landscape,2024,11,5
243,NatureWorks Landscape,2024,12,1
249,C&A Landscape Maintenance LLC,2023,4,1
249,C&A Landscape Maintenance LLC,2023,8,1
249,C&A Landscape Maintenance LLC,2023,12,3
249,C&A Landscape Maintenance LLC,2024,4,4
249,C&A Landscape Maintenance LLC,2024,5,1
250,Brummel Lawn and Landscape LLC,2022,10,3
250,Brummel Lawn and Landscape LLC,2022,11,1
250,Brummel Lawn and Landscape LLC,2022,12,2
250,Brummel Lawn and Landscape LLC,2023,1,2
250,Brummel Lawn and Landscape LLC,2023,2,11
250,Brummel Lawn and Landscape LLC,2023,3,2
250,Brummel Lawn and Landscape LLC,2023,4,48
250,Brummel Lawn and Landscape LLC,2023,5,64
250,Brummel Lawn and Landscape LLC,2023,6,48
250,Brummel Lawn and Landscape LLC,2023,7,41
250,Brummel Lawn and Landscape LLC,2023,8,46
250,Brummel Lawn and Landscape LLC,2023,9,13
250,Brummel Lawn and Landscape LLC,2023,10,29
250,Brummel Lawn and Landscape LLC,2023,11,4
250,Brummel Lawn and Landscape LLC,2023,12,2
250,Brummel Lawn and Landscape LLC,2024,2,3
250,Brummel Lawn and Landscape LLC,2024,3,11
250,Brummel Lawn and Landscape LLC,2024,4,9
250,Brummel Lawn and Landscape LLC,2024,5,8
250,Brummel Lawn and Landscape LLC,2024,6,5
250,Brummel Lawn and Landscape LLC,2024,7,7
250,Brummel Lawn and Landscape LLC,2024,8,7
250,Brummel Lawn and Landscape LLC,2024,9,22
250,Brummel Lawn and Landscape LLC,2024,10,140
250,Brummel Lawn and Landscape LLC,2024,11,15
261,"Maldonado Nursery & Landscaping, Inc",2022,9,2
270,Peconic lawn and tree care,2024,2,1
270,Peconic lawn and tree care,2024,9,1
272,The Lawn Officers,2023,7,1
272,The Lawn Officers,2024,2,1
278,xyz,2023,5,2
278,xyz,2024,3,2
280,Thompson Landscape Company,2024,3,1
280,Thompson Landscape Company,2024,7,2
281,Turf Tec,2023,4,8
281,Turf Tec,2023,5,5
281,Turf Tec,2023,6,1
281,Turf Tec,2023,8,1
281,Turf Tec,2023,9,1
281,Turf Tec,2024,2,1
281,Turf Tec,2024,5,1
309,Bell's Turf,2023,4,1
309,Bell's Turf,2024,7,18
309,Bell's Turf,2024,8,12
309,Bell's Turf,2024,9,1
315,Progreen Turf & Landscape,2022,10,5
315,Progreen Turf & Landscape,2023,8,4
315,Progreen Turf & Landscape,2023,9,10
315,Progreen Turf & Landscape,2023,10,4
315,Progreen Turf & Landscape,2023,11,3
315,Progreen Turf & Landscape,2024,2,13
315,Progreen Turf & Landscape,2024,3,15
315,Progreen Turf & Landscape,2024,4,10
315,Progreen Turf & Landscape,2024,5,1
315,Progreen Turf & Landscape,2024,6,2
315,Progreen Turf & Landscape,2024,7,7
315,Progreen Turf & Landscape,2024,8,4
315,Progreen Turf & Landscape,2024,9,4
315,Progreen Turf & Landscape,2024,10,9
319,No-Stress Gardening and Landscapes,2022,9,5
319,No-Stress Gardening and Landscapes,2022,10,6
319,No-Stress Gardening and Landscapes,2023,2,4
319,No-Stress Gardening and Landscapes,2023,3,2
319,No-Stress Gardening and Landscapes,2023,4,24
319,No-Stress Gardening and Landscapes,2023,5,46
319,No-Stress Gardening and Landscapes,2023,6,31
319,No-Stress Gardening and Landscapes,2023,7,2
319,No-Stress Gardening and Landscapes,2024,3,5
319,No-Stress Gardening and Landscapes,2024,9,2
321,GreenGrove Outdoors,2023,12,3
321,GreenGrove Outdoors,2024,2,3
321,GreenGrove Outdoors,2024,10,7
324,Yardnique,2023,5,1
324,Yardnique,2023,6,1
324,Yardnique,2023,9,2
324,Yardnique,2023,10,1
324,Yardnique,2023,11,8
324,Yardnique,2024,1,2
324,Yardnique,2024,2,9
324,Yardnique,2024,3,7
324,Yardnique,2024,4,2
324,Yardnique,2024,8,1
349,LP Landscape Plus,2023,4,7
349,LP Landscape Plus,2023,10,1
350,Exterior Land Development,2024,9,1
358,Lawns LTD Inc,2023,6,1
358,Lawns LTD Inc,2023,9,1
372,Allison Outdoor LLC,2024,4,1
385,Caliber Service Management,2024,8,4
385,Caliber Service Management,2024,9,8
385,Caliber Service Management,2024,11,2
391,Oberson's Nursery and Landscapes Inc.,2024,6,4
391,Oberson's Nursery and Landscapes Inc.,2024,7,9
391,Oberson's Nursery and Landscapes Inc.,2024,8,9
391,Oberson's Nursery and Landscapes Inc.,2024,9,1
397,The Greenery,2023,6,4
397,The Greenery,2023,7,6
397,The Greenery,2023,8,1
397,The Greenery,2023,9,1
397,The Greenery,2024,8,15
397,The Greenery,2024,9,45
397,The Greenery,2024,10,48
397,The Greenery,2024,11,17
397,The Greenery,2024,12,5
410,Salisbury Landscape Group,2024,7,3
410,Salisbury Landscape Group,2024,8,1
410,Salisbury Landscape Group,2024,9,33
410,Salisbury Landscape Group,2024,10,2
417,Canopy Landscapes,2023,8,1
417,Canopy Landscapes,2024,2,1
417,Canopy Landscapes,2024,8,1
418,Horizon Landscape Co,2022,10,2
418,Horizon Landscape Co,2022,11,1
421,T.Lake Environmental,2023,9,2
422,Beautiful Blooms,2023,5,1
422,Beautiful Blooms,2023,9,1
422,Beautiful Blooms,2023,10,2
422,Beautiful Blooms,2024,10,1
427,Koehn Outdoor,2022,9,2
427,Koehn Outdoor,2022,10,5
427,Koehn Outdoor,2023,1,3
427,Koehn Outdoor,2023,3,8
427,Koehn Outdoor,2023,4,50
427,Koehn Outdoor,2023,5,30
427,Koehn Outdoor,2023,6,6
427,Koehn Outdoor,2023,7,50
427,Koehn Outdoor,2023,8,22
427,Koehn Outdoor,2023,9,6
427,Koehn Outdoor,2023,10,4
427,Koehn Outdoor,2023,11,12
427,Koehn Outdoor,2023,12,6
427,Koehn Outdoor,2024,1,63
427,Koehn Outdoor,2024,2,29
427,Koehn Outdoor,2024,3,6
427,Koehn Outdoor,2024,7,1
427,Koehn Outdoor,2024,8,1
427,Koehn Outdoor,2024,11,1
438,Chicago Public Schools (PI),2024,3,3
440,Yellowstone Landscape,2022,11,1
440,Yellowstone Landscape,2023,1,2
440,Yellowstone Landscape,2023,2,27
440,Yellowstone Landscape,2023,3,16
440,Yellowstone Landscape,2023,4,38
440,Yellowstone Landscape,2023,5,48
440,Yellowstone Landscape,2023,6,50
440,Yellowstone Landscape,2023,7,15
440,Yellowstone Landscape,2023,8,80
440,Yellowstone Landscape,2023,9,11
440,Yellowstone Landscape,2023,10,25
440,Yellowstone Landscape,2023,11,39
440,Yellowstone Landscape,2023,12,11
440,Yellowstone Landscape,2024,1,61
440,Yellowstone Landscape,2024,2,77
440,Yellowstone Landscape,2024,3,61
440,Yellowstone Landscape,2024,4,72
440,Yellowstone Landscape,2024,5,32
440,Yellowstone Landscape,2024,6,29
440,Yellowstone Landscape,2024,7,20
440,Yellowstone Landscape,2024,8,20
440,Yellowstone Landscape,2024,9,17
440,Yellowstone Landscape,2024,10,20
440,Yellowstone Landscape,2024,11,12
440,Yellowstone Landscape,2024,12,1
443,"Focal Point Smart Irrigation, LLC",2023,6,4
443,"Focal Point Smart Irrigation, LLC",2024,4,1
